County,Precinct_ID,Ballots cast
RANDOLPH,fountain bridge-5th,54
RANDOLPH,springvale,173
RANDOLPH,4th district,81
RICHMOND,101,536
RICHMOND,102,688
RICHMOND,103,680
RICHMOND,104,1416
RICHMOND,105,375
RICHMOND,106,426
RICHMOND,107,1136
RICHMOND,108,300
RICHMOND,109,572
RICHMOND,111,644
RICHMOND,112,401
RICHMOND,114,373
RICHMOND,115,180
RICHMOND,201,646
RICHMOND,202,1940
RICHMOND,203,477
RICHMOND,204,855
RICHMOND,207,1126
RICHMOND,208,1227
RICHMOND,210,837
RICHMOND,301,1718
RICHMOND,302,497
RICHMOND,303,991
RICHMOND,304,252
RICHMOND,305,362
RICHMOND,306,2060
RICHMOND,307,1029
RICHMOND,308,292
RICHMOND,309,1865
RICHMOND,310,2564
RICHMOND,401,1282
RICHMOND,402,1353
RICHMOND,404,980
RICHMOND,405,2489
RICHMOND,406,1944
RICHMOND,501,1749
RICHMOND,502,2147
RICHMOND,503,2017
RICHMOND,504,938
RICHMOND,506,211
RICHMOND,507,484
RICHMOND,509,1208
RICHMOND,601,1652
RICHMOND,603,1813
RICHMOND,604,909
RICHMOND,605,1807
RICHMOND,607,1027
RICHMOND,608,820
RICHMOND,701,1613
RICHMOND,702,1181
RICHMOND,703,2329
RICHMOND,705,1471
RICHMOND,706,2113
RICHMOND,707,1066
RICHMOND,708,202
RICHMOND,709,358
RICHMOND,801,280
RICHMOND,801b,283
RICHMOND,802,1571
RICHMOND,803,22
RICHMOND,804,1048
RICHMOND,804h,1615
RICHMOND,805,413
RICHMOND,806,676
RICHMOND,807,720
RICHMOND,808,1337
RICHMOND,809,518
RICHMOND,810,249
ROCKDALE,barksdale,2928
ROCKDALE,bethel,2242
ROCKDALE,conyers,1747
ROCKDALE,fieldstone,3654
ROCKDALE,flat shoals,2330
ROCKDALE,honey creek,1523
ROCKDALE,hightower,1983
ROCKDALE,the lakes,991
ROCKDALE,lorraine,2574
ROCKDALE,magnet,1817
ROCKDALE,milstead,2074
ROCKDALE,olde towne,2803
ROCKDALE,rockdale,2630
ROCKDALE,smyrna,2629
ROCKDALE,st. pius,2792
ROCKDALE,stanton,2014
SCHLEY,precinct one,1937
SCREVEN,sylvania,680
SCREVEN,hunters,296
SCREVEN,newington,598
SCREVEN,jenk hill fire sta,669
SCREVEN,rocky ford,332
SCREVEN,bay branch,563
SCREVEN,hiltonia,561
SCREVEN,screven rec dept,231
SCREVEN,greenhill church,505
SCREVEN,sr citizens center,614
SCREVEN,jackson fire station,238
SCREVEN,cooperville fire sta,151
SEMINOLE,precinct 1,849
SEMINOLE,precinct 2,619
SEMINOLE,precinct 3,502
SEMINOLE,precinct 4,643
SEMINOLE,precinct 5,635
SPALDING,1 second baptist ch,803
SPALDING,2 fairmont,816
SPALDING,3 senior center,1813
SPALDING,5 uga campus,1679
SPALDING,6 city park,997
SPALDING,7 first methodist,1077
SPALDING,8 st. john lutheran church,1115
SPALDING,9 union baptist church,1033
SPALDING,10 carver fire station,1158
SPALDING,11 first presbyterian church,1457
SPALDING,12 liberty springs bapt church,1213
SPALDING,13 county line methodist church,1364
SPALDING,14 sunnyside methodi,934
SPALDING,16 gary reid fire station,2246
SPALDING,17 ambucs park gym,951
SPALDING,19 first assembly of god church,1595
SPALDING,20 roberts fire station,1292
SPALDING,21 eagles landing baptist,2928
STEPHENS,senior center,9118
STEWART,richland,803
STEWART,louvale,186
STEWART,lumpkin,706
STEWART,omaha,134
SUMTER,c1-27 rees park,1515
SUMTER,c2-27 gswf conf center,1741
SUMTER,c3-27 rec dept,1527
SUMTER,e-27 airport,1222
SUMTER,n-26 concord,268
SUMTER,o-26 plains,670
SUMTER,w-27 ag center,1239
SUMTER,15 leslie,1083
SUMTER,17 thomson,393
SUMTER,28 chambliss,652
SUMTER,29 andersonville,284
TALBOT,oneal,380
TALBOT,valley,488
TALBOT,junction city,260
TALBOT,geneva,305
TALBOT,talbotton,547
TALBOT,box springs,285
TALBOT,flint hill,697
TALIAFERRO,sharon,184
TALIAFERRO,crawfordville,754
TATTNALL,cobbtown,422
TATTNALL,shiloh,427
TATTNALL,collins,845
TATTNALL,manassas,166
TATTNALL,district ii,1316
TATTNALL,east glennville,1426
TATTNALL,district iv,1451
TATTNALL,district v,610
TAYLOR,#1 butler fire dept.,625
TAYLOR,#5 courthouse,1355
TAYLOR,#6 reynolds,1321
TELFAIR,helena,556
TELFAIR,jacksonville,394
TELFAIR,lumber city,599
TELFAIR,mcrae,1352
TELFAIR,milan,543
TELFAIR,scotland,206
TERRELL,dawson,1700
TERRELL,sasser,848
TERRELL,bronwood,549
TERRELL,parrott,292
TERRELL,graves,379
TERRELL,herod-dover,183
THOMAS,barwick,379
THOMAS,boston,931
THOMAS,central,1911
THOMAS,coolidge,542
THOMAS,douglass,1155
THOMAS,ellabelle,664
THOMAS,fire station 2,947
THOMAS,gatlin creek,1287
THOMAS,harper,1122
THOMAS,jerger,1244
THOMAS,meigs,430
THOMAS,merrillville,410
THOMAS,metcalfe,196
THOMAS,new covenant,1232
THOMAS,ochlocknee,646
THOMAS,patten,254
THOMAS,pavo,417
THOMAS,remington esc,1220
THOMAS,resource center,759
THOMAS,scott,1551
TIFT,tifton northeast,1718
TIFT,brighton,1562
TIFT,brookfield,892
TIFT,chula,930
TIFT,docia,749
TIFT,eldorado,729
TIFT,omega,413
TIFT,ty ty,734
TIFT,tifton northwest,1964
TIFT,tifton south,980
TIFT,mott-littman gym,1263
TIFT,tifton lodge,1768
TOOMBS,15361 lyons,1867
TOOMBS,39 new branch,872
TOOMBS,43 cedar crossing,838
TOOMBS,513 v.p.d.,3286
TOOMBS,514 s.t.i.a.l.c,2024
TOWNS,young harris,1892
TOWNS,tate city,32
TOWNS,macedonia,2132
TOWNS,hiawassee,2111
TREUTLEN,annex,1228
TREUTLEN,soperton,1393
TROUP,hollis hand,2287
TROUP,administration bldg,1684
TROUP,hammett rd,2179
TROUP,griggs center,1113
TROUP,west point,1027
TROUP,hogansville,1650
TROUP,east vernon,1942
TROUP,rosemont,2212
TROUP,mountville,1136
TROUP,mclendon,2187
TROUP,long cane,1919
TROUP,gardner newman,1152
TROUP,gray hill,1064
TROUP,highland,879
TROUP,northside,1546
TURNER,ashburn,1998
TURNER,sycamore,1005
TURNER,rebecca,282
TWIGGS,dry branch,800
TWIGGS,golden isles,1017
TWIGGS,higgsville,493
TWIGGS,jeffersonville/ware,970
TWIGGS,shady grove/tarvers,527
UNION,blairsville,1451
UNION,coosa,1394
UNION,choestoe,878
UNION,jones creek,1243
UNION,owltown,1017
UNION,ivy log,1225
UNION,suches,376
UNION,trackrock,735
UNION,dooley,974
UNION,gumlog,1269
UNION,pat colwell,1350
UPSON,yatesville,858
UPSON,salem,290
UPSON,redbone,4914
UPSON,town,4540
WALKER,lafayette,3046
WALKER,walnut grove,1136
WALKER,rock spring,3432
WALKER,armuchee valley,789
WALKER,mountain,664
WALKER,chattanooga valley,3293
WALKER,kensington,829
WALKER,rossville,2623
WALKER,chickamauga,3686
WALKER,fairyland,778
WALKER,fairview,1298
WALTON,bold springs,2790
WALTON,whatley,716
WALTON,walker park,2165
WALTON,gratis,873
WALTON,between,2939
WALTON,walnut grove,1483
WALTON,loganville north,2654
WALTON,social circle,2489
WALTON,south monroe,1971
WALTON,north monroe,2156
WALTON,loganville south,2113
WALTON,west walton,2587
WALTON,broken arrow,2455
WALTON,bay creek,1977
WALTON,e monroe,1728
WALTON,w monroe,1300
WALTON,tara,2254
WALTON,mountain,888
WALTON,jersey,1232
WALTON,blasingame,782
WALTON,good hope,1219
WARE,district 1,1861
WARE,district 2a,1366
WARE,district 2b,365
WARE,1231-150b,2166
WARE,1231-150c,573
WARE,1231-151,2028
WARE,beach-bickley,242
WARE,haywood,348
WARE,jamestown,940
WARE,manor,297
WARE,millwood,308
WARE,waresboro,570
WARREN,warrenton,2273
WASHINGTON,riddleville,406
WASHINGTON,warthen,506
WASHINGTON,tennille,1522
WASHINGTON,oconee,372
WASHINGTON,harrison,658
WASHINGTON,davisboro,524
WASHINGTON,sandersville,3831
WASHINGTON,deepstep,381
WAYNE,odum,814
WAYNE,madray springs,721
WAYNE,oglethorpe,1047
WAYNE,screven,1140
WAYNE,empire,663
WAYNE,red hill,540
WAYNE,altamaha,1330
WAYNE,gardi,639
WAYNE,vfw,540
WAYNE,pine street,581
WAYNE,unity,1115
WAYNE,rec center,1028
WEBSTER,preston 1,1102
WHEELER,alamo,1186
WHEELER,glenwood,756
WHITE,blue creek,1430
WHITE,blue ridge,501
WHITE,helen,358
WHITE,mossy creek,1689
WHITE,mt. yonah,2430
WHITE,nacoochee,1035
WHITE,robertstown,226
WHITE,shoal creek,1258
WHITE,tesnatee,655
WHITE,town creek,919
WHITE,white creek,978
WHITFIELD,1a,960
WHITFIELD,2a,1719
WHITFIELD,3a,1246
WHITFIELD,4a,1573
WHITFIELD,5a,774
WHITFIELD,6a,553
WHITFIELD,an,910
WHITFIELD,ca,851
WHITFIELD,co,733
WHITFIELD,dg,1766
WHITFIELD,es,738
WHITFIELD,fi,1047
WHITFIELD,gl,1152
WHITFIELD,lt,668
WHITFIELD,mc,902
WHITFIELD,ni,1303
WHITFIELD,pg,2527
WHITFIELD,th,1892
WHITFIELD,ti,366
WHITFIELD,tr,821
WHITFIELD,ut,544
WHITFIELD,va,2899
WHITFIELD,ws,1488
WILCOX,rochelle north 1,291
WILCOX,abbeville north 2,245
WILCOX,pineview 2,392
WILCOX,pitts 3,544
WILCOX,rochelle south 4,668
WILCOX,abbeville south 5,684
WILKES,senior citizen center,926
WILKES,young farmer's bldg,846
WILKES,metasville fire station,412
WILKES,edward b pope center,599
WILKES,rayle city hall,365
WILKES,courthouse,675
WILKES,tignall sch lunch rm,571
WILKINSON,bloodworth,299
WILKINSON,griffin,138
WILKINSON,high hill,123
WILKINSON,irwinton,557
WILKINSON,ivey,544
WILKINSON,lord,479
WILKINSON,midway,602
WILKINSON,ramah,1232
WILKINSON,turkey creek,302
WORTH,sylvester,1414
WORTH,scooterville,358
WORTH,minton,344
WORTH,bridgeboro,710
WORTH,county line,396
WORTH,isabella,864
WORTH,piney woods,163
WORTH,sylver east,802
WORTH,poulan,499
WORTH,sumner,503
WORTH,shingler,387
WORTH,red rock,616
WORTH,doles,259
WORTH,oakfield,139
WORTH,warwick,413
