County,Precinct_ID,Precinct_name,Black_Male_reg,Black_Male_voted,Black_Female_reg,Black_Female_voted,Black_unknown_reg,Black_unknown_voted,White_Male_reg,White_Male_voted,White_Female_reg,White_Female_voted,White_unknown_reg,White_unknown_voted,Asian_Male_reg,Asian_Male_voted,Asian_Female_reg,Asian_Female_voted,Asian_unknown_reg,Asian_unknown_voted,Hisp_Male_reg,Hisp_Male_voted,Hisp_Female_reg,Hisp_Female_voted,Hisp_unknown_reg,Hisp_unknown_voted,NAm_Male_reg,NAm_Male_voted,NAm_Female_reg,NAm_Female_voted,NAm_unknown_reg,NAm_unknown_voted,Other_Male_reg,Other_Male_voted,Other_Female_reg,Other_Female_voted,Other_unknown_reg,Other_unknown_voted,Unknown_Male_reg,Unknown_Male_voted,Unknown_Female_reg,Unknown_Female_voted,Unknown_unknown_reg,Unknown_unknown_voted,Total_reg,Total_voted
FULTON,2l2,02l2,100,44,69,38,2,1,551,307,310,162,1,0,79,44,66,30,2,0,38,17,30,12,0,0,1,1,2,1,0,0,22,13,16,7,0,0,156,64,97,38,4,2,1546,781
FULTON,2s,02s,165,63,152,76,0,0,171,94,169,99,0,0,7,4,8,6,0,0,9,6,15,8,0,0,1,0,1,1,0,0,8,3,10,8,0,0,68,26,51,29,5,1,840,424
FULTON,2w,02w,119,57,86,46,1,0,223,122,137,76,0,0,24,14,17,8,0,0,18,10,26,12,0,0,1,1,0,0,0,0,10,3,7,4,0,0,68,22,43,19,2,1,782,395
FULTON,3a,03a,892,223,1016,339,5,0,36,8,37,12,0,0,1,0,5,0,0,0,6,2,7,1,0,0,1,1,3,0,0,0,20,5,24,6,0,0,132,28,125,45,5,0,2315,670
FULTON,3b,03b,317,84,270,74,2,0,9,3,10,3,0,0,1,0,0,0,0,0,5,1,2,0,0,0,3,0,1,0,0,0,7,0,5,2,0,0,50,10,27,5,2,0,711,182
FULTON,3c,03c,715,239,759,333,2,1,9,3,29,11,0,0,0,0,0,0,0,0,7,2,5,2,0,0,2,0,0,0,0,0,11,4,9,3,1,0,115,33,100,33,6,0,1770,664
FULTON,3d,03d,457,143,519,180,2,0,13,5,64,15,0,0,1,0,1,0,0,0,2,1,8,2,0,0,0,0,3,0,0,0,7,1,14,4,0,0,59,19,61,21,8,2,1219,393
FULTON,3e,03e,1126,322,1081,424,8,2,39,15,58,23,0,0,5,2,1,0,0,0,9,4,8,4,0,0,5,1,5,1,0,0,25,7,22,5,0,0,169,41,158,57,3,1,2722,909
FULTON,3f,03f,352,181,320,189,3,1,535,253,362,167,2,0,84,38,80,46,0,0,50,22,42,21,0,0,0,0,0,0,0,0,25,12,40,23,0,0,237,95,151,62,9,3,2292,1113
FULTON,3g,03g,349,113,499,186,4,2,15,7,17,7,0,0,2,0,3,1,0,0,3,0,6,3,0,0,2,1,0,0,0,0,12,7,16,6,0,0,54,16,29,11,3,0,1014,360
FULTON,3h,03h,455,146,437,171,1,0,23,5,11,3,0,0,0,0,1,0,0,0,2,1,3,0,0,0,1,0,2,0,0,0,6,2,11,2,0,0,76,15,58,21,1,0,1088,366
FULTON,3i,03i,154,38,143,39,0,0,508,202,312,118,5,4,165,47,95,36,1,0,68,16,29,8,2,1,4,0,2,0,1,0,37,8,21,7,0,0,110,26,53,13,10,2,1720,565
FULTON,3l,03l,335,88,277,100,1,0,10,3,5,2,0,0,0,0,0,0,0,0,3,1,2,1,0,0,2,1,1,1,0,0,8,1,9,1,0,0,48,15,31,12,1,1,733,227
FULTON,3m,03m,202,32,103,53,3,0,242,152,187,125,1,1,5,3,10,5,0,0,10,4,5,2,0,0,0,0,0,0,0,0,10,6,7,5,0,0,91,34,49,24,2,1,927,447
FULTON,3n,03n,963,243,1071,380,4,2,142,61,116,41,0,0,18,5,7,4,0,0,21,11,15,7,0,0,3,0,0,0,0,0,29,8,37,8,1,1,176,35,163,61,9,2,2775,869
FULTON,3p1a,03p1a,568,237,829,305,2,1,1012,496,768,397,7,4,161,54,128,63,2,0,71,34,81,36,0,0,5,3,6,1,0,0,64,31,74,38,2,2,384,139,379,128,9,2,4552,1971
FULTON,3p2,03p2,8,4,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,8
FULTON,3s,03s,354,131,391,188,2,0,12,4,8,3,0,0,0,0,1,0,0,0,4,3,6,4,0,0,0,0,0,0,0,0,10,0,3,0,0,0,41,6,40,11,2,0,874,350
FULTON,3t,03t,713,249,685,298,5,2,61,33,43,22,1,0,6,0,5,4,0,0,8,3,11,4,0,0,0,0,1,0,0,0,23,5,14,3,0,0,136,49,88,40,4,0,1804,712
FULTON,4a,04a,592,195,616,267,2,2,27,13,27,12,0,0,1,0,0,0,0,0,6,4,3,1,0,0,1,0,0,0,0,0,13,2,16,6,1,0,79,23,68,25,3,1,1455,551
FULTON,4b,04b,630,175,1840,582,14,6,99,46,51,28,0,0,7,3,3,0,0,0,5,0,11,1,0,0,0,0,3,2,0,0,15,7,41,8,1,1,105,26,124,38,18,6,2967,929
FULTON,4c,04c,68,17,70,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,6,0,8,3,0,0,160,46
FULTON,4d,04d,663,231,743,360,3,1,38,18,23,16,0,0,1,1,3,1,0,0,7,4,3,2,0,0,1,0,3,1,0,0,8,3,23,11,0,0,86,22,92,38,4,1,1701,710
FULTON,4f,04f,864,201,689,337,1,0,291,122,177,102,2,1,55,11,34,20,0,0,36,17,14,6,0,0,3,0,2,0,0,0,35,11,32,14,1,1,181,44,109,48,2,0,2528,935
FULTON,4g,04g,426,95,365,155,2,0,16,12,18,12,0,0,2,0,1,0,0,0,3,1,4,3,0,0,1,0,0,0,0,0,2,0,10,5,0,0,69,16,50,10,2,0,971,309
FULTON,4i,04i,1890,149,603,117,12,0,493,127,325,106,3,0,25,7,25,12,1,0,34,4,23,6,0,0,15,0,7,0,0,0,61,7,36,9,0,0,384,38,149,27,20,0,4106,609
FULTON,4j,04j,566,125,884,173,3,0,10,0,10,1,0,0,0,0,2,0,0,0,8,2,10,4,0,0,2,0,2,1,0,0,14,2,15,2,1,1,35,8,41,6,4,0,1607,325
FULTON,4k,04k,954,370,1137,601,6,2,89,53,102,69,2,1,1,1,7,4,0,0,13,5,10,6,0,0,2,1,2,1,0,0,19,2,25,12,0,0,171,57,148,65,4,0,2692,1250
FULTON,4l,04l,694,247,724,338,1,0,98,65,93,67,0,0,13,6,7,5,0,0,6,3,15,6,0,0,2,1,0,0,0,0,17,9,22,9,0,0,132,47,119,59,4,0,1947,862
FULTON,4m,04m,365,89,408,155,0,0,17,4,23,10,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,6,1,6,4,0,0,56,12,51,17,1,0,941,293
FULTON,4s,04s,920,353,1108,583,3,1,30,21,35,20,0,0,4,3,2,1,0,0,9,6,5,0,0,0,0,0,1,0,0,0,13,4,15,7,1,0,143,49,144,73,5,1,2438,1122
FULTON,4t,04t,479,170,571,298,0,0,22,17,34,22,0,0,1,0,4,3,0,0,8,1,5,2,0,0,0,0,2,0,0,0,7,3,11,5,0,0,70,16,67,34,5,2,1286,573
FULTON,4v,04v,1280,366,1547,654,3,0,62,26,58,28,0,0,4,0,3,1,0,0,10,2,12,3,0,0,4,0,2,0,0,0,32,9,28,9,0,0,205,43,184,69,13,2,3447,1212
FULTON,4w,04w,2018,451,797,224,11,2,8,1,4,2,0,0,9,2,3,2,0,0,13,4,4,0,0,0,2,1,1,0,0,0,41,12,13,3,1,1,60,18,21,3,13,1,3019,727
FULTON,4x1,04x1,808,282,911,464,1,0,67,42,48,33,1,1,1,0,2,0,0,0,5,3,9,5,0,0,2,0,1,1,0,0,14,5,15,10,0,0,130,32,150,63,4,0,2169,941
FULTON,4x2,04x2,357,132,316,150,1,0,39,17,24,12,1,0,0,0,2,0,0,0,4,1,5,2,0,0,1,0,0,0,0,0,11,2,7,3,0,0,52,18,44,24,1,0,865,361
FULTON,5a1,05a1,227,101,259,155,0,0,871,556,894,576,0,0,14,8,29,20,0,0,43,24,35,21,0,0,1,0,1,1,0,0,26,13,28,24,0,0,237,120,189,102,4,3,2858,1724
FULTON,5a2,05a2,445,228,488,296,1,0,873,540,807,528,4,4,41,32,60,42,0,0,30,22,38,26,0,0,4,2,0,0,0,0,32,22,39,21,1,1,246,111,208,120,5,3,3322,1998
FULTON,5b,05b,589,206,738,364,1,0,205,96,178,89,0,0,21,8,16,5,1,1,27,16,19,8,0,0,0,0,5,2,0,0,18,9,25,11,0,0,122,30,118,45,8,1,2091,891
FULTON,5c,05c,73,32,56,16,1,1,13,5,14,9,0,0,2,0,3,1,0,0,4,1,3,2,0,0,0,0,1,0,0,0,1,0,3,0,0,0,9,0,2,0,2,0,187,67
FULTON,5d,05d,206,21,164,42,2,0,46,8,19,5,0,0,8,3,3,0,0,0,1,0,12,4,0,0,3,0,1,0,0,0,6,2,11,2,0,0,20,3,15,4,0,0,517,94
FULTON,5f,05f,45,23,56,39,0,0,47,27,33,19,0,0,3,1,3,0,0,0,5,3,7,4,0,0,0,0,0,0,0,0,1,1,6,3,0,0,15,7,15,7,1,0,237,134
FULTON,5j,05j,106,54,152,107,0,0,170,100,120,73,1,0,13,4,12,7,0,0,14,8,8,5,0,0,1,1,0,0,0,0,7,5,6,4,0,0,50,25,49,25,1,1,710,419
FULTON,5k,05k,722,250,983,418,8,1,408,197,386,190,3,2,40,12,60,23,0,0,50,18,77,38,0,0,1,1,5,2,0,0,41,15,64,31,1,0,178,57,186,73,16,3,3229,1331
FULTON,6b,06b,41,16,43,30,0,0,733,445,814,517,0,0,40,21,30,17,0,0,25,12,23,15,0,0,1,1,0,0,0,0,14,9,20,13,1,1,145,77,145,67,5,5,2080,1246
FULTON,6d,06d,593,262,655,336,3,1,3331,2220,3028,2100,9,8,139,79,156,83,1,0,136,73,147,76,2,1,3,0,7,2,0,0,85,43,89,51,0,0,694,340,608,347,8,7,9694,6029
FULTON,6e,06e,195,86,191,103,1,1,983,579,674,387,2,2,41,17,49,25,0,0,46,20,41,18,0,0,2,0,1,1,0,0,28,15,20,12,0,0,235,93,168,79,2,1,2679,1439
FULTON,6f,06f,191,76,134,59,1,0,1100,644,1129,686,4,2,24,16,40,21,0,0,36,10,34,20,0,0,0,0,2,0,0,0,24,11,35,19,0,0,192,90,220,106,5,2,3171,1762
FULTON,6g,06g,60,28,54,36,0,0,215,141,162,100,0,0,6,3,9,5,0,0,4,2,8,3,0,0,0,0,0,0,0,0,8,3,5,0,0,0,47,27,38,21,0,0,616,369
FULTON,6i,06i,646,330,657,380,4,1,924,470,696,322,2,1,90,36,94,42,0,0,112,50,96,54,0,0,5,1,7,4,0,0,52,21,61,28,0,0,330,117,303,102,6,3,4085,1962
FULTON,6j,06j,45,32,33,27,0,0,1168,776,1054,700,6,2,31,17,45,26,1,1,37,23,32,23,0,0,0,0,0,0,0,0,25,13,35,20,0,0,212,130,201,114,2,1,2927,1905
FULTON,6l1,06l1,35,20,48,32,0,0,370,258,381,273,2,1,2,1,8,6,0,0,4,3,7,5,0,0,0,0,0,0,0,0,8,3,4,2,0,0,64,37,57,39,1,0,991,680
FULTON,6l2,06l2,39,8,28,8,0,0,275,206,249,185,0,0,5,5,5,3,0,0,9,5,10,6,0,0,1,0,3,1,0,0,2,1,1,1,0,0,45,24,42,28,2,2,716,483
FULTON,6n,06n,286,82,279,110,0,0,554,339,618,387,2,2,17,8,15,6,0,0,24,9,14,3,0,0,1,0,0,0,0,0,18,4,17,8,0,0,145,56,158,66,1,1,2149,1081
FULTON,6q,06q,111,54,136,63,0,0,133,65,102,45,0,0,9,5,7,2,0,0,11,5,10,7,0,0,0,1,0,0,0,0,5,2,14,8,0,0,52,19,61,17,2,1,653,294
FULTON,6r,06r,231,60,100,53,1,1,743,476,639,436,3,2,21,9,19,9,0,0,26,15,15,7,0,0,2,1,0,0,0,0,18,6,9,4,0,0,141,66,122,60,4,2,2094,1207
FULTON,7a,07a,409,232,507,324,3,2,2264,1295,2360,1389,7,1,150,66,181,77,1,1,93,40,108,58,0,0,3,1,6,3,0,0,56,32,84,46,1,1,571,250,595,273,7,3,7406,4094
FULTON,7b,07b,34,23,38,27,0,0,1188,851,1250,919,1,0,27,17,33,20,0,0,16,11,16,12,0,0,1,0,1,1,0,0,10,4,15,10,0,0,169,104,155,96,2,1,2956,2096
FULTON,7c,07c,212,120,307,182,0,0,1320,782,1650,953,5,1,51,27,68,34,0,0,61,34,58,25,0,0,2,0,1,1,0,0,32,15,42,23,0,0,307,134,335,164,6,1,4457,2496
FULTON,7d,07d,302,164,378,224,0,0,1571,762,1595,822,7,5,69,24,47,23,0,0,69,30,82,40,0,0,2,1,2,1,0,0,36,19,48,32,2,0,401,154,338,128,8,3,4957,2432
FULTON,7e,07e,175,84,210,125,0,0,652,421,721,444,1,1,36,16,47,27,1,1,28,20,46,31,0,0,0,0,0,0,0,0,29,15,35,19,0,0,137,71,171,79,5,4,2294,1358
FULTON,7f,07f,136,70,135,90,0,0,1114,696,1269,818,3,3,31,10,45,23,0,0,43,24,56,32,0,0,2,0,1,1,0,0,24,13,29,18,0,0,261,120,239,125,3,1,3391,2044
FULTON,7h,07h,70,41,71,41,0,0,756,528,845,589,2,2,9,8,20,13,0,0,16,9,21,12,0,0,0,0,0,0,0,0,9,4,13,9,0,0,135,73,152,90,1,1,2120,1420
FULTON,7j,07j,183,83,195,107,0,0,981,567,1142,681,4,2,28,12,33,23,1,1,31,16,41,16,0,0,1,0,2,2,0,0,21,10,29,17,1,0,214,94,238,120,5,3,3150,1754
FULTON,7m,07m,209,95,263,136,0,0,631,291,736,324,3,1,50,27,65,36,0,0,45,21,47,26,0,0,2,1,1,0,0,0,27,16,37,24,0,0,226,76,231,105,2,1,2575,1180
FULTON,7n,07n,359,172,418,225,1,1,398,181,407,170,1,1,69,33,84,39,1,1,51,22,54,32,0,0,1,0,2,0,0,0,26,9,35,15,0,0,200,76,184,64,3,3,2294,1044
FULTON,8a,08a,142,79,258,167,0,0,979,628,1128,723,7,6,45,28,48,26,0,0,30,12,31,19,0,0,0,0,2,0,0,0,21,9,31,17,0,0,224,113,226,125,2,0,3174,1952
FULTON,8b,08b,77,45,97,69,0,0,1299,848,1453,975,4,2,25,12,48,25,0,0,31,10,38,16,0,0,0,0,1,1,0,0,25,17,17,12,0,0,232,112,204,108,6,4,3557,2256
FULTON,8c,08c,10,5,16,9,0,0,601,406,647,437,1,1,9,6,15,6,0,0,12,7,15,8,0,0,1,1,1,0,0,0,7,6,7,4,0,0,77,39,79,52,4,2,1502,989
FULTON,8d,08d,4,4,5,3,0,0,458,320,470,338,0,0,6,2,9,4,1,1,7,4,1,0,0,0,0,0,0,0,0,0,9,6,7,4,0,0,59,40,65,44,1,0,1102,770
FULTON,8e,08e,46,31,47,36,0,0,1011,727,1076,788,3,3,35,19,43,26,0,0,14,6,12,9,0,0,1,1,0,0,0,0,10,5,21,13,0,0,139,99,150,101,4,2,2612,1866
FULTON,8f1,08f1,16,13,21,15,0,0,889,669,981,731,3,3,11,5,13,9,0,0,14,10,13,8,0,0,0,0,0,0,0,0,7,4,6,4,0,0,114,73,107,80,3,0,2198,1624
FULTON,8g,08g,242,129,357,196,0,0,820,452,1094,597,4,2,34,16,39,15,0,0,26,11,34,17,0,0,3,1,4,1,0,0,26,12,41,20,1,2,203,83,262,114,2,2,3192,1670
FULTON,8h,08h,46,26,64,41,1,0,963,680,1200,851,6,5,8,3,17,12,0,0,13,6,22,8,0,0,1,0,1,0,0,0,11,5,9,5,0,0,169,113,175,97,5,3,2711,1855
FULTON,8j,08j,145,83,203,133,4,2,1149,837,1160,842,3,2,22,11,25,17,0,0,33,13,37,21,0,0,1,0,0,0,0,0,15,8,28,14,0,0,200,114,214,121,7,6,3246,2224
FULTON,8k,08k,36,19,72,44,0,0,364,221,438,275,1,0,7,6,10,6,0,0,9,4,20,12,0,0,0,0,0,0,0,0,6,4,11,7,0,0,80,38,94,55,0,0,1148,691
FULTON,8l,08l,279,142,401,245,1,0,1384,803,1666,994,6,3,52,28,57,31,0,0,58,30,70,34,0,0,1,1,3,1,0,0,34,16,44,25,0,0,299,149,407,202,10,5,4772,2709
FULTON,8m,08m,35,18,53,39,0,0,787,546,835,560,1,0,8,5,16,11,0,0,9,7,21,11,0,0,2,0,1,0,0,0,10,5,18,8,1,1,126,68,130,75,3,2,2056,1356
FULTON,8n1,08n1,15,9,11,9,0,0,314,230,353,248,1,1,8,4,7,5,0,0,3,1,2,2,0,0,0,0,0,0,0,0,5,3,7,5,0,0,56,31,52,40,2,1,836,589
FULTON,8n2,08n2,67,42,116,80,0,0,388,237,640,401,2,1,32,18,24,12,0,0,16,7,19,14,0,0,0,0,3,1,0,0,7,2,18,13,0,0,81,42,112,59,2,1,1527,930
FULTON,8p,08p,325,127,293,142,1,0,459,267,395,236,0,0,26,9,17,7,0,0,29,10,29,18,1,1,1,0,1,0,0,0,11,7,21,14,1,1,142,52,107,36,1,1,1860,928
FULTON,9a,09a,519,240,690,417,1,1,856,537,870,537,4,3,31,17,52,33,0,0,72,28,79,44,0,0,1,0,5,2,0,0,29,12,48,25,0,0,220,105,273,146,8,4,3758,2151
FULTON,9b,09b,169,55,218,102,1,0,6,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25,6,21,8,3,1,453,174
FULTON,9c,09c,1177,453,1572,840,4,1,31,14,26,11,0,0,3,0,4,0,0,0,5,3,6,0,0,0,2,0,2,0,0,0,18,8,12,5,1,0,176,69,197,100,4,1,3240,1505
FULTON,9d,09d,857,281,963,456,4,0,26,9,16,6,0,0,0,0,2,1,1,0,6,2,6,1,0,0,3,0,1,0,0,0,12,3,12,3,0,0,136,34,109,44,0,0,2154,840
FULTON,9e,09e,1008,341,1270,649,2,0,218,127,161,96,0,0,15,10,9,5,0,0,17,9,25,12,0,0,8,0,2,1,0,0,14,9,24,10,0,0,196,65,190,84,4,2,3163,1420
FULTON,9f,09f,227,96,321,188,1,0,1197,787,1491,1000,5,1,42,24,46,23,0,0,34,22,53,36,0,0,1,1,2,2,0,0,27,15,37,25,0,0,268,134,277,168,2,2,4031,2524
FULTON,9g,09g,391,209,517,307,2,2,1078,653,1091,648,1,1,69,40,67,27,0,0,63,29,80,47,0,0,5,4,1,0,0,0,35,20,46,29,0,0,269,121,289,144,8,3,4012,2284
FULTON,9h,09h,208,91,232,132,4,3,310,165,201,115,2,2,22,7,20,9,1,0,21,11,21,10,0,0,0,0,0,0,0,0,13,3,11,6,0,0,90,39,96,46,2,0,1254,639
FULTON,9i,09i,571,158,554,245,1,0,35,18,36,18,0,0,1,0,1,1,0,0,7,1,5,1,1,0,1,0,1,0,0,0,11,1,9,3,0,0,99,23,76,34,4,0,1413,503
FULTON,9k,09k,1710,446,2526,1120,7,2,88,35,94,34,0,0,9,1,9,4,0,0,26,7,25,6,0,0,7,1,4,1,0,0,34,10,23,11,0,0,288,58,302,125,16,2,5168,1863
FULTON,9m,09m,339,186,423,285,0,0,587,409,601,408,0,0,21,12,23,13,1,1,28,18,45,26,0,0,0,0,0,0,0,0,26,19,19,12,0,0,172,93,201,125,7,3,2493,1610
FULTON,1000,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FULTON,10a,10a,1155,498,1508,963,1,0,13,3,16,6,0,0,5,1,0,0,0,0,3,1,5,2,1,0,2,0,1,0,0,0,12,4,13,4,0,0,172,43,160,81,1,0,3068,1606
FULTON,10b,10b,1380,744,2013,1371,4,2,42,20,26,16,0,0,2,0,5,3,0,0,8,4,9,2,0,0,3,2,1,1,0,0,22,11,20,8,0,0,191,97,238,151,8,0,3972,2432
FULTON,10c,10c,883,260,1525,783,1,0,9,5,14,6,0,0,2,1,1,1,0,0,0,0,2,1,0,0,1,0,3,0,0,0,11,3,25,8,1,0,115,28,166,55,2,0,2761,1151
FULTON,10d,10d,1727,546,2424,1076,5,1,23,9,43,8,0,0,1,0,1,0,0,0,13,4,19,4,0,0,8,0,3,0,0,0,18,4,17,5,1,0,231,58,277,100,10,0,4821,1815
FULTON,10e,10e,377,162,482,275,0,0,15,6,10,4,0,0,1,1,1,0,0,0,2,1,3,0,0,0,1,1,1,1,0,0,4,1,5,3,0,0,67,20,62,34,3,0,1034,509
FULTON,10f,10f,425,180,551,326,4,0,9,5,9,5,0,0,2,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,8,4,15,10,0,0,65,23,58,29,0,0,1153,582
FULTON,10g,10g,478,272,642,444,0,0,9,4,9,3,0,0,2,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,4,2,15,9,0,0,53,24,72,41,2,0,1290,801
FULTON,10h1,10h1,170,76,218,128,0,0,6,2,4,1,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,25,9,21,13,1,0,455,232
FULTON,10h2,10h2,874,285,1307,614,2,0,25,8,24,10,0,0,4,1,2,0,0,0,9,2,15,7,0,0,1,0,0,0,0,0,12,1,7,2,1,0,140,35,139,56,3,0,2565,1021
FULTON,10i,10i,126,85,167,131,1,0,4,4,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,6,1,2,1,0,0,21,12,20,13,0,0,351,249
FULTON,10j,10j,463,137,496,249,2,0,13,3,14,6,0,0,0,0,0,0,0,0,4,0,5,5,1,0,0,0,1,0,0,0,6,3,12,8,0,0,92,25,60,23,4,0,1173,459
FULTON,10k,10k,550,279,691,424,1,0,29,25,26,19,0,0,2,0,1,1,0,0,3,1,5,3,0,0,0,0,0,0,0,0,5,1,15,7,0,0,98,44,90,48,0,0,1516,852
FULTON,10m,10m,1043,397,1156,654,2,0,121,77,117,87,2,2,2,1,8,5,0,0,4,2,14,10,0,0,3,1,2,0,0,0,26,11,16,10,1,1,167,56,145,71,7,2,2836,1387
FULTON,10p,10p,596,216,707,375,0,0,10,5,13,5,0,0,4,3,3,1,0,0,1,0,7,2,0,0,0,0,0,0,0,0,7,1,7,3,1,0,88,20,75,32,0,0,1519,663
FULTON,10r,10r,269,83,434,235,0,0,4,2,4,1,0,0,0,0,1,1,0,0,4,0,2,1,0,0,0,0,0,0,0,0,8,2,3,1,0,0,31,7,37,12,1,0,798,345
FULTON,11b,11b,2069,999,2769,1788,9,4,39,20,33,15,1,0,6,4,2,0,0,0,8,4,7,1,0,0,3,1,2,1,0,0,28,4,35,15,0,0,295,98,273,140,6,0,5585,3094
FULTON,11c,11c,1165,740,1440,1020,0,0,23,10,16,8,0,0,5,2,4,0,0,0,1,1,4,1,0,0,3,1,2,0,0,0,16,8,31,22,0,0,144,77,173,114,4,0,3031,2004
FULTON,11e1,11e1,489,217,605,343,1,0,8,5,12,4,0,0,2,0,1,0,0,0,1,0,5,2,0,0,1,1,0,0,0,0,1,1,9,4,0,0,71,27,62,29,2,0,1270,633
FULTON,11e2,11e2,362,166,434,274,0,0,5,2,8,3,0,0,1,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,6,3,3,2,0,0,48,18,39,25,0,0,911,495
FULTON,11e3,11e3,1137,524,1743,1012,3,1,37,16,36,10,1,0,13,3,10,4,0,0,18,9,31,14,0,0,1,0,2,1,0,0,20,8,35,19,1,0,190,66,244,132,5,1,3527,1820
FULTON,11g,11g,896,254,1230,489,5,0,38,14,32,14,0,0,1,0,2,0,0,0,9,1,10,4,0,0,4,0,3,1,0,0,8,1,11,6,0,0,140,30,119,38,7,2,2515,854
FULTON,11h,11h,278,105,339,193,1,0,12,8,7,5,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,6,2,7,2,0,0,48,16,39,17,3,1,745,353
FULTON,11j,11j,728,317,1043,590,3,1,19,7,15,6,0,0,2,0,0,0,0,0,6,2,4,1,0,0,1,0,1,0,0,0,4,3,9,4,0,0,107,30,97,52,5,0,2044,1013
FULTON,11k,11k,750,368,911,568,0,0,47,32,31,24,0,0,0,0,1,1,0,0,2,1,4,2,0,0,0,0,0,0,0,0,12,5,17,9,0,0,104,36,116,64,4,2,1999,1112
FULTON,11m,11m,1267,538,1656,904,0,0,31,12,34,14,0,0,1,0,7,2,0,0,9,2,8,1,0,0,2,1,5,1,0,0,22,8,27,11,0,0,173,60,191,93,2,0,3435,1647
FULTON,11n,11n,851,436,1144,767,4,0,10,3,14,5,0,0,4,1,2,1,0,0,4,1,2,2,0,0,5,1,0,0,0,0,11,4,11,5,0,0,117,47,135,80,4,0,2318,1353
FULTON,11p,11p,668,285,1099,621,2,1,17,6,15,4,0,0,1,1,1,0,0,0,4,0,8,3,0,0,4,1,2,0,0,0,7,0,12,5,0,0,108,37,124,56,2,0,2074,1020
FULTON,11r,11r,795,183,1006,386,4,0,13,7,12,2,0,0,1,1,1,0,0,0,4,0,0,0,0,0,4,0,1,0,0,0,13,4,10,4,0,0,109,26,139,52,7,0,2119,665
FULTON,12a,12a,1826,692,2008,1150,4,1,405,262,370,234,0,0,13,7,14,8,0,0,32,17,27,18,1,0,4,2,4,1,0,0,42,22,53,30,0,0,336,131,316,152,8,4,5463,2731
FULTON,12d,12d,481,129,642,281,2,0,27,11,22,13,0,0,3,0,0,0,0,0,7,2,7,0,0,0,3,0,3,0,0,0,7,1,7,4,0,0,72,24,86,33,2,0,1371,498
FULTON,12e1,12e1,685,196,776,281,1,0,45,16,54,12,0,0,5,0,4,2,0,0,14,1,20,6,0,0,1,0,1,1,0,0,7,4,14,5,0,0,107,18,100,43,7,1,1841,586
FULTON,12f,12f,416,133,462,220,2,0,30,9,29,7,0,0,2,0,3,0,0,0,12,5,9,3,0,0,0,0,1,0,0,0,7,3,11,5,0,0,68,15,65,25,1,0,1118,425
FULTON,12g,12g,325,143,396,222,0,0,29,14,18,6,0,0,1,0,3,1,1,0,9,1,4,2,1,1,1,0,0,0,0,0,2,1,4,2,0,0,55,16,44,21,2,0,895,430
FULTON,12h1,12h1,399,73,545,179,3,0,22,7,25,4,0,0,5,0,5,0,0,0,8,2,8,2,0,0,2,0,0,0,0,0,4,0,13,3,0,0,56,8,69,25,1,0,1165,303
FULTON,12h2,12h2,1094,365,1338,650,3,0,27,15,39,16,0,0,2,0,2,0,0,0,8,5,7,1,0,0,1,0,3,1,0,0,13,5,16,6,0,0,151,38,183,78,3,0,2890,1180
FULTON,12i,12i,410,125,536,243,1,0,5,2,8,3,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,64,17,62,20,4,2,1105,415
FULTON,12j,12j,1006,277,1456,693,3,0,21,5,28,9,0,0,4,1,2,0,0,0,9,3,4,3,0,0,2,0,1,0,0,0,14,1,22,7,1,0,146,36,171,74,3,1,2893,1110
FULTON,12k,12k,1227,315,1320,537,3,1,232,115,174,89,3,1,10,4,16,7,0,0,22,7,23,11,1,0,6,0,1,1,0,0,20,5,24,9,0,0,240,65,202,71,7,0,3531,1238
FULTON,12l,12l,264,68,363,138,2,1,6,1,7,2,0,0,0,0,1,1,0,0,2,2,1,0,0,0,1,0,0,0,0,0,4,1,7,3,0,0,50,11,31,13,0,0,739,241
FULTON,12m,12m,1015,342,1376,652,3,1,31,12,45,18,0,0,5,0,1,0,0,0,13,4,13,6,1,0,5,0,2,1,0,0,9,1,8,4,0,0,152,38,156,69,6,0,2841,1148
